headline,Body ID,Stance
watch us marine get shot in head by taliban sniper and live to tell tale,1921,unrelated
update internet report of ebola outbreak in purdon not true,1289,unrelated
unhappy customer comcast told my employer about complaint got me fired,475,discuss
is no limit to their depravity islamic state feed mother her own son,1120,unrelated
isis getting ebola,950,unrelated
who should play steve jobs now that christian bale quit,1299,agree
pentagon denies it killed isis chief as airstrikes hit top extremists,723,discuss
boko haram release abducted schoolgirls as part of ceasefire agreement,459,unrelated
priest dies wakes up claims god is a woman huh,478,unrelated
hbo streaming service could launch in april for 15 per month work on apple tv,727,discuss
second person rushed to hospital with ebola symptoms after contact with zero thomas duncan,2403,unrelated
islamic state reports youngest jihadist in battle,2116,unrelated
batmobile stolen from v superman dawn of justice set report claims that one of the batmobile models is missing detroit locals responsible,266,discuss
vogue new digs are reportedly swarming with rats,2498,discuss
dhs gop claim isis members caught at border false,564,unrelated
kim hospital with two fractured ankles after ballooning to around 20 stone and going on numerous the people walkabout pr stunts,2501,unrelated
after giving a homeless man 100 this guy secretly filmed him,2132,disagree
this dog was left at a railway station with a suitcase of his belongings after he was sold on gumtree,1198,unrelated
durex on rumored spice condom no comment,2269,discuss
anyone for dog meat soup kim considers opening restaurant in scotland selling north korean delicacies,1312,unrelated
us officials video shows american execution,2450,discuss
apple to take reservations for trying on apple watch considered platinum model,1042,unrelated
lebanon is leader daughter and,1267,discuss
video shows isil beheading of photojournalist james foley,1361,unrelated
comfort eating chinese woman 26 spends an entire week in kfc after being dumped by boyfriend,267,unrelated
amazon plans video streaming service ny post,1323,discuss
isis militant identified as young west londoner,2476,unrelated
this week in weird news horrible human slaps elderly woman for sneezing,296,unrelated
angry mob hacks off alleged rapist genitals with meat cleaver after dragging him into butchers,2523,unrelated
white house overpowered secret service officer ran through much of main floor,1547,unrelated
rats are still running around at vogue,1020,unrelated
canadian official identifies dead ottawa gunman as michael,1458,unrelated
priest who died for 48 minutes says he met god and she a woman,2070,unrelated
saudi arabia cleric issues fatwa against building snowmen,1950,unrelated
see it isis militants caught trying to cross border into texas congressman claims,1185,discuss
iraq claims isis leader wife has not been arrested despite lebanon insisting woman detained at border told them she was islamist extremist spouse,365,unrelated
macaulay culkin is the latest victim of a celebrity death hoax and these 9 stars know exactly how he feels,2252,unrelated
islamist websites claim woman kidnapped by is report,2147,unrelated
mexican cartel leader kills self bodies in grave not missing students,1825,unrelated
texas town quarantined after family of five test positive for the ebola virus,638,disagree
mystery man slaps shoppers around head for sneezing,2520,unrelated
tbs speeds up seinfeld a full percent here is the proof,298,unrelated
is the alleged audio of the gunshots that killed michael brown a hoax,2234,unrelated
report hbo now coming to apple tv next month,516,unrelated
does isis have ebola probably not media reports it anyway,887,unrelated
no there are any ebola cases in iraq,1689,discuss
rumor gold apple watch edition priced up to steel version at 500 will debut on 14,296,discuss
airport worker strips naked at security scanner in protest against guards,2187,unrelated
michael phelps girlfriend taylor lianne chandler reveals she was raised as a boy,190,unrelated
cold turkey,2192,unrelated
michael phelps girlfriend was born male but did not tell swimmer about her past,2317,unrelated
iraq says arrested woman is not the wife of isis leader,2155,discuss
isis seemingly beheaded american journalist james wright foley,1569,unrelated
isis fighters seize weapons airdrop meant for kurds,2200,discuss
watch us marine saved by helmet after being shot by taliban sniper,2267,agree
john isis fighter named as mohammed emwazi from west london,1933,unrelated
durex is not confirming or denying rumors of a condom,2240,unrelated
who whether isis fighters got ebola,1938,unrelated
jihadi john as british man from west london,882,discuss
isis militants appear to behead abducted american journalist james wright foley in graphic video,26,unrelated
an accidental delivery of arms to the islamic state and the problem with airdrops,2116,unrelated
the news of cesar millan death is false,520,unrelated
isis beheads american journalist james foley in video message to,1009,unrelated
questions raised over nicaragua,1844,unrelated
dog found abandoned at scottish train station with suitcase of belongings,54,unrelated
update batman v superman batmobile reportedly stolen by shocker detroit locals,520,unrelated
daash ebola transferred to mosul google translate,2025,discuss
attacker has penis cut off with a cleaver in india,1422,unrelated
islamic state reports youngest jihadist in battle,2223,unrelated
sugarhill gang big bank hank dead at 57,754,unrelated
isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq,880,discuss
christian bale wo play steve jobs,852,agree
google to buy redwood city offices for 585m,1808,unrelated
media outlets identify john,961,unrelated
is this the world oldest burger man claims to have kept mcdonald quarter pounder for 20 years,1806,unrelated
fears islamic state could launch ebola attack on britain after fighters virus,1948,unrelated
11 aircraft are missing from tripoli airport ahead of anniversary,2162,discuss
nigeria boko haram blamed for raids despite truce claim,840,discuss
no saudi tv did not blur out images of michelle obama,511,unrelated
nicaragua asks for help investigating meteorite crater,1731,agree
ate through the ceilings and pooped on the keyboards rats are over vogue new world trade center office and anna wintour longer wants to work there,499,unrelated
isil beheads american photojournalist in iraq,498,unrelated
nicaragua asks for help investigating meteorite crater,586,unrelated
islamic state claims it executed american photojournalist james foley,139,unrelated
nigeria says boko haram may lead to release of kidnapped girls,402,unrelated
absent from duty for 25 years cpwd official dismissed,2441,agree
was viral video of generous homeless man all a hoax,2061,disagree
pentagon death of al shabaab leader in strike would be major blow,1651,unrelated
batmobile stolen in detroit good one joker,972,unrelated
star wars the force awakens to be released this summer,1670,unrelated
bih seven primary school students pregnant after excursion,1981,unrelated
seth rogen eyed to play apple steve wozniak in christian bale steve jobs movie exclusive,1058,unrelated
taliban member swapped by obama for bowe bergdahl tried to return to terror report,2132,unrelated
terrorism fears rise amid reports of stolen jetliners,2375,unrelated
no a mechanical polar bear is not about to be given an asbo,1968,unrelated
hbo streaming service could launch in april for 15 per month work on apple tv,477,unrelated
vice media chief said to pay for dinner for 30,505,unrelated
gop rep least ten isis fighters have been caught coming across the mexican border,564,unrelated
vigilantes cut off alleged rapist penis,368,unrelated
cnn audio is this the moment michael brown was shot,1786,unrelated
isis militants claim to have killed us journalist james foley,467,unrelated
has kim taken over for kim jong un sister assumes north korea state duties while brother undergoes medical treatment,986,unrelated
boko haram denies it has agreed ceasefire,1298,discuss
white house fence jumper actually made it pretty far inside,2068,unrelated
saudi cleric issues fatwa on snowmen,1266,discuss
sugarhill gang rapper big bank hank dies aged 57,190,unrelated
opposition group isis militants training to fly warplanes in syria,295,unrelated
meteor leaves crater near managua airport,971,unrelated
isis pays tribute to its of baghdadi child soldier,2372,unrelated
mohammed islam denies making 72 million from stock market trading,409,unrelated
canadian michael thought to be the gunman in ottawa shooting,1866,discuss
meteor leaves crater near managua airport,1073,discuss
man cut off manhood and threw it in bin after girlfriend dumped him over small penis,812,unrelated
the story of the high school trader who made 72 million is a rumor spun out of control,691,unrelated
matt taibbi on leave of absence from first look media,568,unrelated
islamic state militants claim to have beheaded us journalist james wright foley,2130,unrelated
report audio reveals pause between gunshots when michael brown was shot,2403,unrelated
boko haram ceasefire ignored as violence flares in borno state,2314,unrelated
this is what it looks like when a son pays off his parents mortgage as a christmas present,1631,unrelated
christian bale exits steve jobs movie exclusive,1406,unrelated
has north korean dictator kim been replaced by his sister,2470,discuss
tourist wakes to find strange red trail on his stomach and discovers a spider has burrowed through his appendix scar and crawled under his skin while on holiday in bali,1923,disagree
you all had an abortion google translate,1277,unrelated
a viral photo in china shows how to manipulate app store rankings the hard way,2420,discuss
tiger woods prices private island at million,1375,agree
guru who ordered 400 followers to be castrated they could be closer to god is investigated for grievous bodily harm in india,68,unrelated
fears islamic state could launch ebola attack on britain after fighters virus,2180,discuss
obama murder of james foley the conscience of the entire world,2388,discuss
breaking isis uses chemical weapons murders 300 iraqi soldiers in chlorine gas attack,1296,unrelated
axl rose dead of course not tiresome internet death hoax plague hits guns n roses frontman,1848,unrelated
boko haram denies nigeria claim,2520,unrelated
tim cook reportedly showers with apple watch suggesting it waterproof,218,unrelated
audio may have captured michael brown shooting,844,unrelated
update frisco paramedics transporting patient believed to be exhibiting symptoms,1901,unrelated
lynch mob chop man penis off after catching him allegedly trying to rape teenager,17,unrelated
man known as john is identified as mohammed emwazi,1252,unrelated
apple to take reservations for trying on apple watch considered platinum model,2072,unrelated
nigeria announces truce with boko haram fate of schoolgirls unclear,1588,discuss
pga spokesman and tiger woods agent deny drug suspension allegations,1867,unrelated
breaking gill rosenberg former idf soldier was captured by isis,1893,discuss
indian civil servant sacked sickie,7,unrelated
therefore the feminist blogger who aborted a boy probably fake,614,unrelated
new york city plans to end arrests for possession of small amounts of marijuana,1528,unrelated
meteorite strike in nicaragua puzzles experts,1825,discuss
small meteorite strikes nicaragua government says,1795,unrelated
paradise is open to all even dogs pope tells boy,413,unrelated
iraqi media says isis militants have contracted ebola,280,unrelated
iphone 6 users encounter latest apple problem after,1867,discuss
teacher suspended after sex session with teen pupil ends up on hardcore porn website,1153,unrelated
iphone 6 users are tearing their hair out,161,unrelated
is durex planning to release a pumpkin spice condom,1985,discuss
breaking news gunman dead after wounding soldier near canada parliament,1253,unrelated
20 year old burger mcdonald burger purchased in 1995 has aged a bit,414,unrelated
is kim opening north korean restaurant in scotland,1143,unrelated
soon marijuana may lead to ticket not arrest in new york,2217,discuss
meteorite makes big crater in nicaragua government says,724,unrelated
alleged audio of michael brown shooting released,2248,unrelated
nationwide turkey recall birds usda debunks the hoax,1335,disagree
isis fighters contracted ebola,1891,discuss
iraqi and kurdish media reports isis fighters have contracted ebola,2078,unrelated
isil allegedly kills us journalist in video,1720,unrelated
kayla jean mueller hostage killed in jordan airstrike isis claims,1588,unrelated
islamic state killer john named as mohammed emwazi,1465,unrelated
police find mass graves with at least bodies near mexico town where 43 students disappeared after police clash,1613,discuss
nun who gave birth to baby boy after suffering agonising stomach pains no idea she was pregnant,1164,unrelated
rumors of isis leader death debunked,1048,unrelated
hoax report claims texas turkeys infected with ebola,2171,unrelated
apple watch to reportedly offer reserve to help extend battery life,1911,discuss
obama outraged over beheading vows to stay on course,503,unrelated
no banksy has not been arrested sigh,1884,agree
is no limit to their depravity islamic state feed mother her own son,1549,unrelated
islamic state using bombs to terrorise victims,1982,unrelated
isis getting ebola,1293,unrelated
insurgents killed in nigeria despite alleged truce with boko haram,2144,discuss
sadly pumpkin spice condoms are a thing after all,2269,agree
report christian bale drops out of steve jobs biopic,2097,unrelated
magic mushrooms found in queen elizabeth garden at buckingham palace,2480,discuss
isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq,1251,unrelated
report isis leader abu bakr assassinated in airstrike,1645,discuss
report british intelligence has identified foley killer,1598,discuss
suspected meteorite leaves crater in managua is linked to asteroid,220,unrelated
hoax arrested in london story dupes the internet again,1898,unrelated
pictured libyan islamist rebels pose with planes seized from tripoli airport as officials warn they could be used to carry out terrorist attack on anniversary,1699,unrelated
apple to take reservations for trying on apple watch considered platinum model,2197,unrelated
michael phelps girlfriend says she was born a boy and reveals sex with olympian,1349,agree
jordan king cites clint eastwood in revenge vow,158,unrelated
street artist banksy arrested again,1349,unrelated
isis leader dead,936,unrelated
jihadi john named as mohammed emwazi from west london,2470,unrelated
this woman is wrongly being called a sexual predator after her private sex tape was used for a hoax,933,unrelated
nicaragua says meteorite probable cause of blast in capital,964,unrelated
apple watch battery life,1048,unrelated
macaulay culkin has died despite what everyone is saying on facebook,1752,agree
militant group says it killed american journalist in syria,539,unrelated
white house overpowered secret service officer ran through much of main floor,848,discuss
isis getting ebola,1891,discuss
magic mushrooms found at buckingham palace,1560,unrelated
emotional is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist the first time he used weapon in 30 year career,874,unrelated
pentagon denies it killed isis chief as airstrikes hit top extremists,682,unrelated
updated 11 men and 0 women on tonight espn domestic violence panel,634,unrelated
boko haram release abducted schoolgirls as part of ceasefire agreement,1630,discuss
wars the force awakens may get an early release,1854,unrelated
tiger woods prices private island at million,1836,unrelated
cbs news names canadian parliament shooting suspect,1554,discuss
woman detained in lebanon is not wife iraq says,205,unrelated
american predator drone circling islamic state stronghold,1740,discuss
dylan thomas finds tropical spider burrowed under skin,1321,disagree
apple media event rumored for late february apple watch and 12 macbook air likely topics updated,1252,unrelated
newly discovered mass grave linked to missing mexican students,1984,disagree
batmobile stolen from batman v superman dawn of justice set zack snyder knows who did it,2431,unrelated
report secret service lied about white house fence jumper,1817,unrelated
conflicting reports on alleged is capture of canadian woman,1319,unrelated
rare meteorite impact causes blast in nicaragua capital managua,724,unrelated
dna tests confirm lebanon is holding isis leader child,1787,unrelated
christian bale to play steve jobs in upcoming biopic,296,unrelated
report jetliners stolen from libya could be used to attack on,1165,discuss
boko haram denies truce to release kidnapped schoolgirls,2192,unrelated
batmobile stolen in detroit good one joker,1751,agree
rumors of isis leader death debunked,633,unrelated
calm yourselves durex has not come out with a pumpkin spice condom,703,unrelated
is fighters seize weapons cache meant for kurds,480,unrelated
detroit police issue statement that the batmobile is safe,483,unrelated
biological warfare on the horizon isis soldiers may be infected with ebola,75,unrelated
force awakens release date jj abrams plan for an early release of wars movie,1966,unrelated
macaulay culkin has died despite what everyone is saying on facebook,789,unrelated
was alleged audio of michael brown shooting on cnn a hoax,1183,unrelated
it that robert plant turned down led zeppelin reformation offer says publicist,1198,unrelated
india 400 men cut off their testicles to closer to god following advice from,666,unrelated
is the alleged audio of the gunshots that killed michael brown a hoax,472,unrelated
apple macbook air details emerge device could be thinner lighter than current model,2039,agree
podcast brown moses on what flying over iraq and syria,1234,unrelated
macaulay culkin dead hoax goes viral claims actor found dead in apartment,1805,agree
isis reportedly beheads american photojournalist in iraq,2453,unrelated
sugarhill gang rapper big bank hank dead at 57,387,unrelated
vice shane smith drops on vegas dinner,690,unrelated
after giving a homeless man 100 this guy secretly filmed him,1934,unrelated
new audio reveals pause in gunfire when michael brown was shot attorney,2235,disagree
jeh johnson shoots down duncan hunter assertion is is entering via mexico,2458,unrelated
india rape crisis sees mob castrate alleged sex attacker in shocking scenes,1476,discuss
nigeria boko haram reach ceasefire deal kidnapped girls to go free official says,2088,unrelated
apple may launch macbook air with retina display,1948,unrelated
video purports to show beheading of american journalist,2058,unrelated
obama administration denies congressman claim that least ten isis fighters have been caught coming across the mexican border in texas,2093,discuss
media reports identify londoner as islamic state john,2184,unrelated
officials report that area town is under ebola quarantine is false,968,agree
youngest martyr the cub of isis boasts a fighter has been killed as he went into battle with his father in syria,2072,unrelated
nun complains of stomach pains and gives birth sister who had idea she was pregnant has a baby boy at hospital in italy,2192,unrelated
apple watch battery will require nightly charging,2213,agree
james foley missing american photojournalist reportedly executed by isis in syria,2070,unrelated
does vogue new office have a rat infestation,725,unrelated
pentagon 1 weapons bundle seized by militants,816,unrelated
horror isis fighters have reportedly contracted ebola,1013,unrelated
that powerful lego letter to parents from the 1970s it real,2524,unrelated
daash ebola transferred to mosul google translate,1289,unrelated
homeless man who became a youtube sensation after spending 100 on food for his beggar friends gets a surprise christmas meal makeover and night in a hotel in new video but is it all a hoax by a prankster,2061,discuss
someone painted a graffiti dick on a million car,948,disagree
this is what it looks like when a son pays off his parents mortgage as a christmas present,1459,unrelated
british rapper a suspect in isis beheading,505,unrelated
militant group says it killed american journalist in syria,2388,discuss
ebola outbreak 2015 update isis fighters may have contracted deadly virus,2003,discuss
who is michael ottawa shooter suspect identified by canadian officials,1034,unrelated
cnn audio is this the moment michael brown was shot,472,unrelated
man chops off his penis after his girlfriend breaks up with him,831,unrelated
missing libyan jetliners raise fears of suicide airliner attacks on,1073,unrelated
hope fades for girls release after boko haram breached,1761,discuss
exclusive new york mag boy genius investor made it all up,1024,unrelated
ottawa investigates reports that isis has captured woman,1976,discuss
no vladimir putin did not get pooped on by a bird during a first world war speech,1251,unrelated
isis claims to behead us journalist,1905,unrelated
dog abandoned at scottish rail station with suitcase full of belongings read more http ixzz3o9shc1io,2523,agree
north korea denies plans to open a restaurant in scotland,2452,discuss
no saudi tv did not blur out images of michelle obama,11,unrelated
indian worker sacked after going on leave for 24 years,524,unrelated
david haines beheaded by isis execution video contains threats against uk reports,220,unrelated
james wright foley kidnapped journalist apparently executed by isis,1358,unrelated
someone spraypainted a penis on a bugatti veyron and it went very viral,2235,unrelated
actor has his testicles stolen after meeting blonde woman at a bar,1231,agree
the pumpkin spice condom is not happening,2240,unrelated
now that a royal trip alan titchmarsh finds psychedelic mushroom in the queen garden at buckingham palace,271,unrelated
john identified isis killer named as mohammed emwazi from west london,882,agree
boko haram could release kidnapped girls nigerian officials say,1761,discuss
planetary alignment on jan 4 2015 will decrease gravity for 5 minutes causing partial weightlessness,2313,unrelated
lebanon detains wife and son of,691,unrelated
hoax priest who never existed claims he died saw female god,1347,unrelated
batman set to play steve jobs in upcoming biopic,830,unrelated
two gop congressmen say suspected terrorists caught crossing border,2266,discuss
homeless man who became a youtube sensation after spending 100 on food for his beggar friends gets a surprise christmas meal makeover and night in a hotel in new video but is it all a hoax by a prankster,1681,unrelated
breaking news isis beheads missing american journalist james wright foley as warning to us to cease action in iraq,1721,discuss
isis video purports to show beheading of british aid worker,1224,discuss
missing american journalist reportedly beheaded by islamic state,205,discuss
vogue rat infestation disturbing new details,2106,discuss
taliban member swapped by obama for bowe bergdahl tried to return to terror report,2207,discuss
mum faces sophie choice as she tries to sell her son to fund daughter care,1720,unrelated
hundreds mourn the of fidel castro after rumours sweep twitter but are they confusing him with recently departed fidel castro odinga from nairobi,816,unrelated
updated 11 men and 0 women on tonight espn domestic violence panel,2137,disagree
kimye fault anna wintour nyc offices hit with disgusting rat infestation droppings on desks,2020,unrelated
duncan hunter least 10 isis fighters caught at mexican border,1565,unrelated
apple watch to start at analyst,1280,discuss
one gunman killed in shooting on parliament hill in ottawa hunt on for other shooters,892,unrelated
taylor lianne chandler michael phelps cougar girlfriend revealed,2322,discuss
video appears to show beheading of journalist james foley who went missing in syria,1786,unrelated
gop duncan hunter claims least 10 isis fighters apprehended on texas border,2523,unrelated
woman may have been captured in syria reports,1106,discuss
mexico says missing students not found in first mass graves,324,unrelated
want a gold apple watch all you need is,382,unrelated
did kim take kim jong un role north korea ill health rumors are,2313,discuss
amazon plans a alternative,608,unrelated
spider burrowed into appendix scar crawled through wa man body,1012,unrelated
viral video of homeless man spending 100 on food for other homeless was faked witness says,2458,unrelated
obama administration denies congressman claim that least ten isis fighters have been caught coming across the mexican border in texas,1483,unrelated
rumors of isis leader death debunked,81,unrelated
christian bale drops out of steve jobs biopic,830,unrelated
north korea denies reports kim is to open restaurant in scotland,1720,unrelated
fbi probing alleged audio of michael brown shooting,2248,unrelated
isil allegedly kills us journalist in video,2525,unrelated
jinny abdel bary uk rapper suspected in james foley killing reports,1036,discuss
more than 200 kidnapped nigerian girls to be released after deal reached with boko haram,1139,discuss
isis beheading of journalist james foley posted to youtube,7,unrelated
islamic state militants claim to have beheaded us journalist james wright foley,2453,unrelated
identity of isis terrorist known as john reportedly revealed,1800,discuss
send in the drones predator drones flown over is headquarters in syria,1657,discuss
street artist banksy arrested again,1269,unrelated
crazy iphone rig shows how chinese workers manipulate app store rankings,234,unrelated
nun who gave birth to baby boy after suffering agonising stomach pains no idea she was pregnant,706,discuss
watch us marine get shot in head by taliban sniper and live to tell tale,2091,unrelated
is no limit to their depravity islamic state feed mother her own son,2078,unrelated
iphone 6 users encounter latest apple problem after,22,unrelated
boko haram denies ceasefire says kidnapped girls are now married,206,unrelated
google to buy big chunk of pacific shores iconic redwood city office park,1549,unrelated
texas plumber baffled after truck ends up in the hands of syrian rebels,2379,agree
saudi cleric issues fatwa against building snowmen,2287,unrelated
saudis say michelle obama not blurred on tv,8,unrelated
country music legend willie nelson dies at age 81,1931,unrelated
kim fat he has fractured his ankles,186,unrelated
woman spends entire week in kfc after getting dumped by her boyfriend,1299,unrelated
isis tells mother on rescue mission just eaten your son,472,unrelated
airport worker strips naked at security scanner in protest against guards,2020,unrelated
islamic state releases video apparently showing the beheading of missing us journalist james foley,928,discuss
gill rosenberg woman feared kidnapped by isis says she safe,1034,unrelated
hospital man not being treated for ebola in kansas city,99,unrelated
video showing american journalist beheaded believed real officials and family say,1351,unrelated
canadian soldier shot at ottawa war memorial report,2338,unrelated
hospital officials kansas city patient not being treated for ebola,81,unrelated
misinformation brian williams explains the mike seidel liveshot,984,discuss
tbs speeds up seinfeld by to add 2 more minutes of commercials,726,unrelated
christian bale passes on role of steve jobs actor reportedly felt he was right for part,1839,unrelated
tropical spider burrowed under bali tourist skin,1602,discuss
ios 8 bug could delete your icloud drive documents,2054,discuss
isis reportedly beheads journalist james wright foley on camera,2304,unrelated
batman superman batmobile stolen,1673,unrelated
the pumpkin spice condom is not happening,1212,unrelated
british hostage david haines beheaded by islamic state terrorists,1182,agree
moment michael brown was shot dead on audio recording fbi handed potentially damning tape of eleven shots being fired including final volley of shots,1893,unrelated
all dogs go to heaven pope francis confirms paradise is open to all of god creatures,1832,disagree
isil allegedly kills us journalist in video,1295,unrelated
is ebola virus spreading among isis militants reports claim jihadists seeking cure at mosul hospital,1385,unrelated
isis militant identified as young west londoner,1308,unrelated
woman by isis says she is and secure,1240,unrelated
knightscope security robots are keeping microsoft campuses safe and they look really scary,2295,unrelated
strange mark turns out to be tropical spider burrowing under vacationer skin,730,unrelated
detroit police issue statement that the batmobile is safe,2519,agree
small meteorite strikes nicaragua government says,1056,discuss
meteorite leaves crater in nicaragua capital,204,unrelated
the foxnewspress account tweeting lawsuit threats is a fake,2423,unrelated
fidel castro is dead according to viral twitter rumors,1401,discuss
mexico student massacre update more graves discovered at murder site,1269,unrelated
evander kane on way out from source price is very high who is in,1047,unrelated
is the alleged audio of the gunshots that killed michael brown a hoax,900,unrelated
dog found abandoned with suitcase filled with his belongings,144,unrelated
is kim opening north korean restaurant in scotland,2389,unrelated
was alleged audio of michael brown shooting on cnn a hoax,132,unrelated
militant group says it killed american journalist in syria,1040,unrelated
heartbroken girl spends week in kfc after getting dumped,1819,unrelated
report apple watch will need charging every day,1746,unrelated
isis claims us hostage kayla mueller killed in coalition airstrike,2362,unrelated
news sites fall for putin video,1051,discuss
gold apple watch edition price speculators say at least,645,discuss
vice media chief said to pay for dinner for 30,1943,unrelated
an audio recording of the michael brown shooting has reportedly surfaced,1950,unrelated
seth rogen may play steve wozniak alongside christian bale as steve jobs,1575,discuss
video islamic state claims to have captured us weapons airdrop near kobane,462,discuss
canseco accidentally shot at his home tonight,484,unrelated
audio recording allegedly captures moment michael brown was shot,1009,discuss
apple media event rumored for late february apple watch and 12 macbook air likely topics updated,1832,unrelated
michael phelps girlfriend taylor lianne chandler reveals she was raised as a boy,521,unrelated
india rape crisis sees mob castrate alleged sex attacker in shocking scenes,1718,unrelated
video islamic state claims to have captured us weapons airdrop near kobane,2116,unrelated
two blokes dared to eat burger for charity,628,discuss
islamist militants 11 commercial planes in libya sparking terror attack fears,396,discuss
report taliban detainee swapped for bowe bergdahl suspected of trying to return to terrorism,1806,unrelated
a spider lived inside this tourist body for 3 days after burrowing into his skin through a scar,1500,unrelated
vogue shiny new office has a big rat problem,247,unrelated
jeh johnson politicians should the flames of fear over isis ebola,108,agree
isis we have our hands on weapons ammo by,2168,discuss
missing mexican students found in mass grave,1419,unrelated
islamic state militants claim to have beheaded us journalist james wright foley,2147,discuss
80 brat pack star judd nelson forced to deny that he dead after fake news story starts trending on social media,2278,agree
durex is not confirming or denying rumors of a condom,1572,unrelated
is no limit to their depravity islamic state feed mother her own son,524,unrelated
michael brown shooting audio caught on tape,822,discuss
christian bale to play steve jobs in new movie,2343,discuss
strange mark turns out to be tropical spider burrowing under vacationer skin,1530,unrelated
ottawa shooting kevin vickers hailed a hero for shooting rampaging gunman,342,unrelated
isis blasts bombs at civilian areas in iraq mosul residents living in fear,132,unrelated
ebay appears to be planning an apple watch app,952,discuss
return of the mac seth rogen in talks to star as apple steve wozniak in upcoming steve jobs biopic,704,discuss
jordan king may participate personally in isis raids,773,unrelated
isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq,1336,agree
nyc high school student nicknamed wolf made 72 million on stock market,1184,agree
media outlets identify john,1800,discuss
audio recording allegedly captures at least 10 shots fired in michael brown killing,132,unrelated
kurds deny gill rosenberg was in kobane,1223,unrelated
israel opens dams floods gaza,844,unrelated
christian bale will not play steve jobs,1702,unrelated
report nigerian woman quarantined in kc with symptoms video,1404,discuss
brian williams slams social media for speculation weatherman mike seidel relieved himself on air,1726,unrelated
texas plumber has idea how company truck ended up with isis,1009,unrelated
see the crater a meteorite made in nicaragua,724,unrelated
isis claims to behead us journalist,2287,unrelated
us lawmaker ten isis fighters have been apprehended coming across southern border video,1565,unrelated
cook said to confirm apple watch is showerproof lasts a day,2020,unrelated
experts more facts needed on purported audio recording of michael brown shooting,1087,unrelated
seth rogen reported to play woz in the upcoming steve jobs movie,1197,unrelated
video shows isil beheading of photojournalist james foley,1744,discuss
now that a royal trip alan titchmarsh finds psychedelic mushroom in the queen garden at buckingham palace,1519,unrelated
banksy arrest hoax us website claims street artist caught in watford,900,agree
woman reportedly kidnapped by isis jerusalem post,2302,discuss
wtc rats scare off anna wintour,1212,unrelated
journalist james wright foley reportedly beheaded by isis,2115,unrelated
comcast blocks tor,2177,disagree
report a radically redesigned macbook air is coming,1362,discuss
net extra catholic priest claims god is a female,858,unrelated
man has his penis cut off by angry mob after rape of teenager,1291,unrelated
are missing students in mass graves found near iguala mexico,251,unrelated
big bank hank of the sugarhill gang has died,286,unrelated
luke somers american hostage is killed during rescue attempt in yemen official says,1814,unrelated
research medical center denies reports that a patient has ebola,2306,unrelated
isil militant john named by media,1427,unrelated
mirfield man tears of joy after lost voicemail of wife retrieved,1053,agree
seth rogen to star as steve wozniak in sony steve jobs biopic updated,999,agree
this is a truly horrifying story about a spider,1860,agree
tips for chinese choosing an english name,1170,unrelated
video purports to show beheading of journalist by militants,1589,discuss
kim hospital with two fractured ankles after ballooning to around 20 stone and going on numerous the people walkabout pr stunts,1815,unrelated
boko haram could release kidnapped girls nigerian officials say,1541,unrelated
british aid worker david haines beheaded by isil,2306,discuss
sun baby fans freak out over jess smith 19,2391,unrelated
vladimir putin bird poop video is fake,2081,agree
meteor leaves crater near managua airport,1068,discuss
breaking gill rosenberg former idf soldier was captured by isis,214,unrelated
tbs is probably speeding up reruns to fit in more commercials,254,unrelated
the condom is just a figment of your own gross imagination,1988,unrelated
rumors of isis leader death debunked,1222,unrelated
street artist banksy arrested again,709,discuss
terror group leader killed in airstrike,1084,agree
instagram tribute to charlie hebdo victims not posted by artist,2375,agree
pumpkin spice condoms could be the only thing to save the world from basic children,1833,discuss
canada probes michael as possible suspect in ottawa shooting source,1380,discuss
north korean leader kim jong un had ankle surgery report says,1457,unrelated
isis leader in us airstrikes,829,unrelated
dna tests prove lebanon is holding isis chief and daughter after they were caught with fake passports,1877,disagree
jihadi john unmasked islamic state killer named as west londoner mohammed emwazi,472,unrelated
boko haram abducted nigerian schoolgirls to be released officials say,244,unrelated
stainless steel apple watch could cost just 499 but gold will be 10 times as pricey,382,unrelated
see it nbc meteorologist mike seidel appears to relieve himself during broadcast network says he was looking for phone,831,unrelated
sick mum sedated after trying to eat baby,829,unrelated
chinese state media warns people to stop calling themselves dumbledore,1170,unrelated
video marine saved by helmet after taliban sniper attack,1934,unrelated
vice media chief said to pay for dinner for 30,1292,unrelated
sorry everyone durex is unfortunately not making pumpkin spice condoms,483,unrelated
north korea dictator kim to open a new restaurant in scotland,2418,discuss
boko haram denies ceasefire says kidnapped girls are now married,244,unrelated
mum faces sophie choice as she tries to sell her son to fund daughter care,2525,unrelated
isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq,1120,unrelated
who says reports of suspected ebola cases in iraq are untrue,1019,unrelated
mexico prosecutor students not in 1st mass graves,683,unrelated
norfolk man pays for his constipated goldfish to have lifesaving surgery,1541,agree
report 4 isis terrorists caught at southern border in 36 hrs,1893,unrelated
sun baby fans freak out over jess smith 19,13,unrelated
lawmaker says least islamic state fighters have been captured at the southern border,855,discuss
who investigates media reports isis fighters contracted ebola,568,unrelated
man cut off manhood and threw it in bin after girlfriend dumped him over small penis,40,unrelated
